,
,
,
,
,
,
I like listening to English lesson,Lack of radios and no signal
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,No questions to be asked.
,
,
They summarize the work in our book,Not explained in detail.
I use to tell my children to follow it for more knowledge,The speed of the teaching is high.
,They lack radio
Thier explanation are good,Many challenges  1_lack of radios 2-   lack of time 3- no pardon etc.
,
,
,
,
,
Good prounciation and other news about our country South Sudan,Lack of power for charging and sometimes network problem
,
,
,
,
,
They give us in details and good expectations well trained teachers ,"Network problem.
No radios at Homes. 
"
,Long distance and charging everyday
Listening and speaking skills,1.No one support the learner 2.weak radio coverage 3. Lack of battery
,
,
,
,
,
,
,
,
Education lessons.,"Yes, some lessons are hard to understand."
Help teaching learner,Does not cover all the state and some NP having radios miss
,
,
,
During recap many learners are answering questions correctly and that is very motivating.,It doesn't benefit the slow learners as they need other things visible and some teachers are very fast in conducting their lessons.
,
It educate learner of upper primary and secondary,Lower are not benefiting from that
Listening learners answers,It does all children as they can not answer questions due luck of phones
No answer,Not getting fully
The teaching of some teachers which are so much elaborate.,Most learners seem not getting the lessons well since they are not in contact with the teachers.
,
,
,
,
News only.,Lack of radio.
News only.,Lack of radio.
,
,
Listening to English and science lessons.,"Sometimes the teachers do not understand exactly what they are talking about. They waste a lot of time trying to explain the concept.  Again they they do not use the modern learning methods, which is learner centered. They are still swallowed in the pool of the old methodologies.  That has to be addressed by the concern."
Information about the education and health.,Explanation sometimes could be very difficult to understand.
,
,
Learning on radio,Lack of power
,
,
,
,
,
,
I benefit from it so much,Some times it is difficult to ask questions when the network is weak
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Because the way of presentation of lesson of very nice,Some time the lesson is not clear
Because I am gaining additional information,Some times the teacher speaks quickly which makes it to difficult to get some questions
All subjects,No text books for revision
I like all the subject in the radio,Lack of stationeries
,
English,Nothing
English,No text books
Introduction of new methods,Poor communication with the instructor
It help learners,No source of energy
,Lack of radio
,
,
,
Interesting,Other commitment
,
,
,No radio
,
I like science lessons,No radio
,
,
It keep me busy,Bad network
It gives me more knowledge,Some times it is difficult when the teacher speaks
,
,
,
,
,
,
It's informative about education and the health.,Explanation is hard to understand.
,
,Sometimes the pronunciation are not clear and the lessons are not enjoyable on radio compared to classroom learning
It keeps me busy at home,"No radio,"
It keeps my child busy,The speakers need to put the learners at the center of the learning
It makes my child to learn from home,The speakers are faster/ no access to radio
,"Radio program needs somebody to assist learner  when the program is on progress,"
,No interactions
,
,"Home is busy any time, not good place for learning on radio"
,
It keep me to recall what I learned,"Sometimes the sun may not be, it affects the learning"
It helps my children since there's no school,Sometimes the bettery may disturb
,Face to face learning is good than distance learning
It makes my child to learn from home,"Weak battery, no all have access to radio"
,
It makes me to learn from home,"Some times pronunciation of the teachers who are lecturing on radio, and the speakers are too fast"
They are good for information about the world things.,Some difficulties are there in spelling of words.
To understand so many things about the world.,No.
Education on air is important to me.,No.
To inform me about the world things and education on air.,There are some challenges such as spelling of words and explanation.
It's educative to me and other people.,No.
Educative and informative about education and CoVID 19 infection among people.,There are challenges like explanation of words and spelling of some words.
Teaching about CoVID 19 preventive measures.,Lacking of information sometimes when I have no radio at home.
,
,
,
,
,Break down of the radio sometimes.
,
,
,Rrrrrt
It's educative and informative.,Not at all.
I like the radio because I listened to many lessons.,Spelling difficulties.
Because radio lessons can help me to learn more about CoVID 19 and education on air.,There are challenges such as spelling of words and among others.
,
,
The presentations of the lessons,Weak battery of the radio
,
" It also helps me as the parent, ","No radio, "
,
,
,
,
,
,No radio
,
So interested,Somethings bad signals
No radio,No radios
,
,
,
,
,
,No access to it
,
,You can't ask the teacher for clarification
,
,
,
,
,
,It's not easy to follow
The presentations of the lessons,The time frame for the program is short
,
,
So interested,"Weak battery, timeframe for the program is short, and the presentations of the lesson is fast"
,Many learners do not have access to radio
It keeps one up to date,There are so many challenges like less time for learning and also not everyone has access to radio
Because it provide good lessons,Difficult to understand 
Explanation,Some pupils don't listen 
,
,Poor network and difficult to ask teacher
You understand well,Difficult to spell some word on radio lessons
,"Difficult to understand the lesson.
Children only play with no great care no control"
,
Because it reminds pupils,Explaination
,
,
,Difficult to ask questions
,No more practical work
,Not effective
Explanation,Learners in  lower primary are the victims
,
,
Explanations are done slowly and therefore I can understand well.,No challenge 
,
,
,
,
,
,
,
,A child can not see with their eyes 
,
,
,
,You can't see what the teacher is saying. 
"Likes SST, RE","Lack of radio, others locations the programme can't reach"
Updates of the country,Some people are not good listener  it is good to see the person who is teaching
Provide questions to children to answer after the lessons ,"The programme come when learners are in the garden , network problem and lack of money to buy dry cells"
Keep teachers busy during this COVID-19,"Lack of radio batteries, timing of lessons due to commitments in other activities, it can not reach all areas to to lack of radio coverage."
,
,"1. Lack radios.
2. Radio network coverage does not reach all areas.
3. Time is not limited. "
,It's not an interactive lesson
Talking about school,Sometimes I do not listen
,
Because I gained knowledge from it,Lack of battery
It's good,Brokag of the battery
,
,
It's good,Brokag of battery
,
It give knowledge,Battery goes off
Because you are able to gain information,Lack of radio
It reaches children,No radio
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
It is giving us knowledge about our subjects. ,Very difficult to attend regularly since I don't have my own phone to follow the lessons  on  time. 
,
,
,
It reminds me of things which were taught in school,What I Iearned on radio is different from the one I Iearned in school
To increase the learners knowledge,Charging of phones and lack of batteries becomes challenges
It is precise to understand,I missed when my battery is off
Precise to the point,Miss Many things when battery off and no money for charging
Precise to get new knowledge,Battery off and lack of charging facilities in the area
Keep the learners recall what the learned in the school,One radio  coverage in the county and only within the town but outside payams no coverage
Short and brief,The challenge is if the battery is off
It helps the learners to recall what was learned in school,Lack of batteries
Short and precise to remember,When battery is down
Short and easy to understand,When battery is off
Short and easy to get the point,No radio in other houses and battery is also a challenge
Precise to the point,Sometimes it may be off and no battery
Precise to get the point,When battery is off
Short and precise to the point,Sometimes the battery is off and the network also disturbs the lesson program
Short and brief to the point,Battery off and no place for charging around
It is short and easy to get the concept,Battery and charging facilities
Precise and straight to the point,Sometimes my phone battery disturbs me and network coverage
Short and brief to the point,Battery and chargering place becomes hard
Precise to understand and easy,Battery charging
Short and easy,Battery problem
It is clear and brief to be done,Sometimes no radio and I missed the lessons
It is good because keeps me busy,Lack of batteries
It is good,Lack of batteries
It is good program,Sometimes battery is off and no network
It is good program,Sometimes no radio 
Brief and precise to the point,Lack of power for charging
,Because the time is short and the network is not good for the learners to respond to the question
It is brief and precise to the point,Battery off
Because it is short straight to the point,Battery problem
It helps me recall what I learned in school,I have no radio
It is good,No radio and no battery 
It keeps me busy,I have no radio
Keep the kids busy at home,No radio for the learners
It is okay,No radio
It is good and precise,No radio in other houses
It is good because it keeps me learning,No radio coverage in the area where I live
It is good and precise to the point,No radio and battery
It is good and keeps me busy,No radio and no coverage in other areas
It is nice program because it keeps learners busy,Some houses have no radio
Short and precise to the point,I have no radio of my own
It is good,No radio and sometimes network coverage
It is good program it keeps helping me,No radio
It is good to hear from from it,I have no radio
It is good for me,No radio
It is good program for me to attend,No radio
It is good,No radio
It is good for me and keeps me busy,No radio
It is good for me and keeps me busy,No radio
It is good program,No radio
It keeps me busy and revising my books,I have no radio
Like science most,"No radio in each household in maridi
Speed of the teachers in studio is very fast
"
English,"Sometimes the radio is no effective.
The time table is no constant"
Mathematics and science,"Sometimes the younger learner's don't understand English since all lesson are in english.
Lack of textbook which the learner's should follow after the lessons"
I like english lesson because l want to learn English,Sometimes no battery
,
,"No access to radio.
Expensive
Accessable is limited."
I do like it because I don't have radio,"No access to radio
The learners need physical teacher in class."
I mostly english lesson and mathematics,"Problem of batteries
"
,
,
,
,
,
,
,
,
,
,
,
,
,
The exact time of lessons,Some children might be slow
,
,
,
,
,
,
,
"Teaching of lesson, song and news.",Some time no power in the phone or some station broken down.
Song and news.,Some time I should having a challenge of having no power in my phone.
,
,
,
,
Teaching through radio.,No dry cell and break down of radio.
Song and teaching.,Breaking down of radio.
,
,
,
,
,
,
,
English and mathematics lessons,You can't ask question and no more clarification
,
,
Science and English,Power and coverage is not stable all time
,
,
,
,
,
,
News,When our phone lacking power and break down.
,
No noise when listening to the program,There's no much interactions between the presenter and the learners
Lesson presentation,"No interactions, no radio, short time for the program, poor signal"
The teaching,"Sometimes poor signal, price of batteries in the market is high, no teacher to guide me."
Teaching,"Weak battery, poor weather"
,
,
,
,
The teaching,"Poor signal, source of power, luck of radio"
,"Radio lessons are not visible. 
The time is not enough. 
The speed of the teachers especially in Mathematics is too much."
,
,
Since I listen to the radio lessons I don't know the good things about it.,I don't know 
The explanations are clear ,"It's not visible, you only hear but you can not see "
They are clear ,You can not see the facial expression of the teachers 
,
,
The presentation of the lessons are do interested,"Power source, poor weather and weak battery"
The presentation of the lessons on  the radio,The teacher  is not in front  of  the learners and there is no enough time   for interaction
The explanation is well understood and clear,The time allocated is not enough for the slow learner
,No radio
,
,
,
,
,
,
,
,
,
,
,
,They are too fast and the words are hard and you can not say I have not understood 
,
,
,
,
,
,
English and CRE.,Mathethic is the most challenge to me.
,
,
,
,
Easy understand,Having no radio radio broke down
,
,
,
Teach people to speak English,Very fast
It gives me more knowledge,Practical works
,
,
Teaching new thing,No power sometimes
,
,
It's give me some information,The time is not enough
It's give me more information,Something it is difficult to get information
It very interesting for me,It not very clear 
,
,
,
,"Some subjects need to be done practical, timeframe is very short, no much participation of learners "
,The presenters are very fast
English,Some of us students want to participate to the program but no chance to participate
,
,"Lessons are not practically, "
,
,The program is not interested because we are just hearing and no seeing the lesson
Science lesson,Poor presentation
It is based on the new curriculum and being delivered by experienced teachers,Practical subjets like science related  subjects and mathematics becomes very difficult because of the calculation part of it
,
The explaination is well understood,Shortage of dry cell
,
The way some subjects are being taught are good,"The explanations is fast, and the time frame short"
,
,
,No radio
,
,
,
How teacher explain the lessons,"Difficult for pupils to understand and    
Pupils will not put their attention to the lesson"
Clear and simple to understand the lesson.,Limited time and sometime poor network.
Simple explaination,Most of p3 pupils cannot listen to the lesson and understand
Good explaination,Difficult to understand for lower classes
Help me to get more knowledge,Sometimes not very clear
Keep me busy since there is no school,Too much air makes radio not clear
Knowledge gained,Time too short
It helps pupils to get knowledge during school closed down,Radio not accessible to all
School programs for pupils,Some people can't communicate well on radio
,
,
,
,
,
,
,
,
,
Learning of more subjects over radio,"Signal ,power no enough radios."
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
It helps somehow,"Radio is not reliable, no radios at home"
,If the weather holds out and the battery gose off at that time then one will not be able to connected
,
Some topics are taught.,No more explanation.
Introduction of the other topics.,Less explanation.
,
,
,Some subjects are not there.
Keep the learners busy.,No good explanation.
,Few radio
,
,
It make us to remind our girls,No access to radio
Mathematics,The most recent challenge is not interested
Because is giving me feel better like am in the school,Not interaction with the person 
Because it will keep children busy,The isn't enough
I like listening to English lesson,The time was not enough
,
,
Want more knowledge,The teachers are very first
I like listening to lesson,Speak is high
Teach us,Not listening for all
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,"1.Short time of explanation
2. Others also learn through seeing and practicing
3. Other children also have difficulty in speaking on line because of shyness

"
,
,No questions time given for questions and answers
,
,
,
Will not make some one to forgot passed lessons,Nothing
Because there is learning in the achool,Nothing 
,
Help him not to forget what they have been learning with the learners in the school,The lessons over radio is hard to understand compare to physical when you are seeing both teachers and pupils.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
It's give me alot of information,Some times the network is not good
You can not feel tyred,Net work is not good some times and vabration also
It gives me more knowledge,When the power goes off suddenly
I like all the questions,If you don't listen well you may miss some information
It is a kind of revision,Network is weak some time
,
,
,
It gives me more knowledge,Lack of bettery some times
,
,
,Power sometime 
,Wrong time 
,
,
,
,
,
I like English lessons ,There  are no assignments given to the learners during the lesson 
It reminds me of other lessons I had and it also gives me opportunity to get what I did not before. ,"Source of radio, source of power for charging the radio and practical lessons like Mathematics you can not see. "
,
,I don't know since I don't have the radio 
The lesson was new to me and the explanation was good ,The explanations are done very  fast and they are also dictating very fast 
,
,
,
,
"They explanations are good. 
It enables me to guide my children at home during the radio lessons ","Most learners don't have radios
How you call back and ask a question since they don't have phones."
,
They  remind me of lessons I had in past. ,The lessons are not visible and it is difficult to ask questions. 
,
I learn how to approach a lesson as a  teacher ,Some subjects are hard to understand 
It gives good explanations ,The lessons are taught very fast and then you can not also with your eyes 
,
,
,
,
,
,
,You don't see the teacher physically.
,
,
,
,
,
,"Sometimes radio is spoiled, no battrey, notime to list to radio."
,
,
,
,
,
,"Too much work to do, lack of better"
,
Clear explanations,Time is limited
Some subjects are well explained,The time is short.
The time given is quite enough,"Some of the teachers are too fast in explaining, the time is not enough to ask questions,"
The explanation are clear,"Time is less,need to see who is teaching"
Clear explanation,"Time not enough, power on phone goes off while listening"
They are clear,Time is not enough
Short and precise,Time is limited for slow slow learners
It is clear,Limited time to ask questions
They make you be attentive,Time is limited
They are well explained,"Time is short,"
Well explained,Time is limited
Explanations are clear,Time allocated is little
Well explained,Time allocated is short.
They are teaching us different pronunciation and how you can speak well,"No enough power, no FM signals in our areas"
,
Short span lesson,No space to identify weak or slow learners and the speed of teaching is not favourable for all learners
,
The teaching was good and short time,No more options for exercise and correction
,
They are precise and content oreinted,Radio lessons are good but we need enough radios
Time conscious,There are no more radios and the technology is low to get connected in other ways
,Radio lessons can't be replayed for the benefit of those who missed
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
It's through radio is the only means of learning in addition to individual effort of reading,Some tutors are giving lessons on rush basis. Pronounced words and terms differently
,
,
,
,
,
,
,
,
,
,
,
,
Lessons on risks to prevent Corona Virus,Radios have no physical guide on what question to ask and get answers
Lessons on religious affairs,"May get broken
May have signals issues"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
I learn more,Poor radio coverage
Easy to learn,Yes
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,There are practically lessons which needs the present and the students have no access to ask the question. Physical being of the teacher in front of students is very important
,
,
,
,
,
,
I like because they are straight forward,Network issue 
,
,Some times you can understand some words and no way of asking the questions
I don't know,Network issue
,
,
,
English,Network issue
He,U
,
,
,
,
Because they are very brief,If the power one may miss the lesson
,
,
,
It remembering me things I have forgotten ,Lack of power when it rains. 
,
,
,
,
English ,No chance for questions for our area has no network. 
,
,
,
,
,
,
The lesson I hear in a radio add me more knowledge ,I can't ask and can not see 
,Most of the subject are broadcasting tou can not see the pictures. Mathematics for calculations it can not happen on air 
Improving my knowledge ,No asking back questions 
,
,
,No questions time and answering given
,
,
,
,
,
,
,
,
,
,
Because it gives lesson to the entire learner's and public at large,Language and distancing when ever you want clarification there is no enough time given for elaboration on the topics
I like the way teachers teaches,Limited time available and no wider coverage
,
,
,
,The speed use by teacher will not let the slow learner learned
Simple explaination,Difficult in understanding
,
,
,No radio
,
,
,Difficult to understand
,
Easy to understand,Lack of radio at home
Reduced the rate of exposure.,Students can't as questions and not all have radios
 It is at home,"Network bad, can't ask questions and not all have radio s"
,
Cheaper,"Speech of the teacher, network problem and unavailability of radios"
,
,
,
,
,
,
,
,
,
,
,
,Is not giving me a chance to ask a call a teacher 
,
The same way they are teaching at classes ,"Timing, no way to ask questions or call always the line is busy "
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
I learn by hearing,Poor Network coverage
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
"I like it because  I  understand  mostly  on radio,  which is better  than  been in class ","language,  and attention  is very  low. "
,
,
,
,
,
,
,
,
l  understand  it better ,broken  of  radio. charging 
,
,
,
,
,
,
,
Keep me like am in school,No classes
,
,
,
,
,
,
,
,
,
,
,
,"No enough time,poor Network and workload at home"
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
I used pick some points during the lessons,"No, direct questions"
It is good but it is incomplete,The issue power
,
It is a part of social culture,There are a lot of challenges because some students have low understanding
,
,
,
,
,
,
,
,
,
Listening most,Weather changes
But I don't understand English language,I don't understand English 
,
Because I understand it,Lack of power
,
,
,
,
,
,
,
,Not learners have access to radio
,
,
,"No radio, and  radio program is not interested"
,"Not all learners have access to the radio, and slow learners can't catch with the program "
,
,
,
,
,
,
,
,
,No radio
Good explanations by the presenters,"Access to radios, no one to explain to the lessons to the learners, and no phone"
I like the way it is presentation,"No, challenges"
,
Songs,Sometimes radio may break down.
,
,
,
,
,
,
,
News.,Power for the phone and break down of phone.
,
,
Because I got a lot of information,Network problem
,
Explaination,Lack of radio
Explanation,Difficult to ask questions
More of the people are listening ,The learners could not get the clear information and some have no radios at home 
To get knowledge ,Difficult to ask 
,We want direct lessons
The teachers who teach during the broadcasting ,Sometime you may not manage to write the spelling correctly and some pronouns sounds different 
,
,
,
,
,
Because they give lessons to the learners ,Net work problems
,
Improve my understanding and not forgetting my lesson ,Net work problems 
It updated me in my lesson ,Poor network 
,
,
,
,
,
,
,Heard to understand.
It provide learners to remembere their school time,It's too expensive to buy to same gauiden
,
Because it help learners to not to forget lesson,It is heard to understand
Because it's keeps on remained learners,It's very faster on radio
Because it keeps learners to remembered,Government should reopen schools
Because it's keeps on remained learners,It's too faster on radio program
Because it keeps on remained learners,It is very heard to understand
Because it's heard to understand,Because it keeps on remaining learners
Because it keeps on remaining learners,Because on radio it's heard to understand
Because it helped me to understand,It's heard to understand on radio
It helped learners to remembered their lessons,It's very faster on radio
Because it's keeps on remained learners,It is very faster on radio program
Because it's keeps on remained learners,It's too faster on radio program $ expensive to buy
,
Because it's keeps on remained learners,Provide learners with more radio
,
,
Because it keeps on remained learners,Because it's too faster on radio
Because it help learners to remembered their lesson,It's too faster on radio program
It help learners to remembered their lesson,Provide more radio to the learners
Because it help learners to remembered their lessons, It's too faster and cost full
Because it helped learners to remembered their lessons, It is too faster to understand on radio
It help learners to remembered their lessons,Study on radio program is too faster and cost full
It help learners to remembered their lessons,No enough radios sources of energy 
It's good because it help learners to remembered their lessons,Provide more radios to the learners
,
It help learners to remembered their lessons,Radio program is too faster and cost full
,
,
,Because to get radio is heard
It's good for learners to remembered,It's too faster on radio program
,
,
,
,
,
,
,
,
Its good for remembrance,In mathematics because it's too faster on radio
,
,
Because it updated me with good lessons am missing at school ,Not physically practicing 
,
,
,
,
,
,
,
,
,
Provide learners with more radio,Same parents can't afford radio program
Because it's keeps on remained learners,It to faster on radio program
,
,
,
,
Because it's keeps on remained learners,Radio program is  faster 
It recall back the main of learners,Provide learners with ICT facility
,
,
,Charging and costy
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Because its easy to understand,"Poor pronounciation,network problem"
More vocabulary,Its more quick in explanation
More easy to understand,"Network problem,quick explanation"
Because its easy to practice lessons on air,"Network problem,poor pronounciation"
Help me easy understand the lesson,"They are very quick during lesson,network"
Easy to understand,Network problem
Easy to get news,Poor network
More easy sometimes to understand,Poor network
It make me to that school one day to open and easy my stress,"Pronounciation issue,network"
News,Pronounciation
News,We need more radio
,
,
,
,
,
,
,
,
,
,
English language,Power and lack of radio
,
,
,
,
,
,
,
,
,Very fast lecture
,
,Because there is no power for radio
,
,
,
,
,Difficult to understand
,
,
Give refresher,"Battery charging,some may not afford to buy radio,you may travel to where there is not radio coverage"
,
,
English ,"No radio, no battery "
,
,
,
,
,
,
,
,
,
,
,
,Poor quality
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Because I learn with radio,Because of school lock down
I want to learn through it,"Some time I have air times ,some time teacher are hurry"
English and science ,Some time no power 
,
"Because  don't,t understand well","Be hurry from the teachers ,having no phone ,having no radios "
,
Maths ,"Having no network ,having no radios "
English ,"Teachers are hurry ,poor net work ,having no radio "
English ,"Poor net work ,having no radios "
,
It can help me during this lock down of covid -19 ,Lack radios teachers are hurry 
English ,"Teachers are hurry ,lack of radios "
Because they may have information be reopening of school,"Learners sometimes not attentive ,lack of radios "
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
Mathematics lessons,Power
,
,
,
,
,
,
,
,
,
The radio coverage,Power problems
,
,
,
,
,
,Staying in one place
,
,
,
,
,
,
,
,
,
,
,
The explanations are good,You can not ask without phone
,
,
,
,
,
,
,
The teachers explanations are good ,You can't see what is being said in the radio with your eyes 
,
,
,I don't know  because I don't listen to it. 
I like the information,Some times I will need some body who can help me
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
It is good,The time frame is short for the learners
To get new ideas,I have no radio and battery
It reminds the learners about what was taught in school,The lessons on the radio isn't enough for the learners
,
,
,
,
,
It is good to hear from the radio program,I have no radio
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,Power
,
,
,Energy
,
,
,No radios sometime
,
,
,
,
,
,
,Network to call
,
During the teaching only,No phone to ask questions
It occupies most of my time not to be wasted,Limit time
,
,
,
,
,
,
,
To get more knowledge and to let other people understand like those who don't go for schools ,Calling back is a problems 
,
,
,
,
,
,
,
,Short and fast
,
,
,
,
,
It is good,I have no radio
,
,
It is good program for me,I have no radio of my own
It is good for me because it keeps me updated,No radio and some times network coverage
,
,
,
,
,
It is good program,No radio and battery
Good program,No radio and battery
It is good program,I am not having a radio
It is good,I have no radio and battery
,Accent and speech speed sometimes no signal
Listening,Speech to lecture
,
,"Network, not clear"
Training me to be a good listener,"Network, lack of radios bad accent"
,Difficult to understand
Just giving lectures,Listening is hard signal doesn't work many times
Maths lecture,"No practice, radio wave is disturbing"
,
Listening,Network and signal not helpful
,Low understanding due to foreign accent and lack of radios
Listening,Unavailability of enough radios and poor signal
improve listening,Lack of radios and weaknesses of radio signal
Better than nothing,No coverage and speed of teachers
You listen to it at your home,Lack of radios and weaknesses of signal
It is good program,No radio and battery
,
,
Good program,No radio and sometimes poor coverage
It is good program,No radio and battery
It is good program,No radio and battery
It feed us with what is going on,Lack of radios and low coverage
,
,
,
,
,
English,Lack radios and quick lecture without repeating
Listening,Lessons are not well understood
The way the teachers conduct the lessons is not all that faster.,Shortage of radios as some home don't have them and again problem of mobile phone to call the teacher in the studio once questions are asked and require answers.
Maths because of the teacher handling it well and even easy to understand.,Some words are difficult to understand and some teachers don't bother to make them simple.
The speed of the teacher of Science is at the level of radio lessons and easy to get.,It's sometimes not good enough for those of us without phone to share with the teacher in the studio.
Because it is helpful for studies.,"No, there is no challenge."
Because of the good lessons I learned from about CoVID 19.,No.
,
Interaction with teachers,"Lack of radio, and if my phone is power off I can not listen to lessons."
It can give me knowledge,Some time my phone can run out of power so may not follow all the lessons
I don't like it most because I have no radio at home.,I have no radio at home
Listening to teachers lesson,Shortage of the radios and power for charging phone.
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,"No practical work like school,rushing very quick"
,Quick in explanation
"New topics,new ideas","To fast ,lack of enough radio"
Translation of books,"Less time,bad pronounciation"
It keep me busy during covid 19,"Lack radio,teacher not physical teacher,no unit for calling in case of questions"
I get more information from different subject,"Network problem,pronounciation"
Because easy to understand,Misunderstanding
,
,
,
,
,
,
,
,
I like Mathematics lessons,"Poor network,quick explanation"
So that it makes me busy,"Pronouciation is bad,network problem"
Easy to understand in simple English,"Poor network,no more questions to be ask by learners"
I want to acquire more knowledge,Poor pronouciation
It make me to be busy,"Poor pronouciation,network"
,
,
,
,Lack of radios and ineffectiveness of the lessons
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,"No, physical appearance of the teachers and difficult to ask questions"
,
I like the update from the lesson,Some times the power is low
,
,
I don't follow the lesson everyday,The issue network
It's informing me about education and health.,No .
The things that said by the radio.,Nothing hard.
For the good lessons.,Some difficulties are there such as spelling of words and pronunciation.
,Break down of the radio station sometimes.
,
,
It is a kind of revision,"No, chance for asking the question"
,
,
The presentation is good and precise to the point,"The pronunciation isn't clear and exercise given isn't understood, all the participants are not following "
It is good program,No radio and battery
I like the English lesson,I have no radio and sometimes my friend has no battery
